Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-CUF8T9GJ,Compute Engine,90.0333,Hours,us-central1,27.91,20.82,35168275881,35549490094.0,2024-04-08 16:44:00,2024-08-08 10:46:00,2.56,230.49,230,19090
res-WN4BM9FD,BigQuery,804.4451,Requests,australia-southeast1,99.56,53.42,50602995142,59486535960.0,2024-05-07 01:13:00,2024-06-07 07:09:00,6.8,5470.23,5470,454010
res-MMDE8EPH,Cloud Memorystore,314.7352,Requests,asia-southeast1,39.3,69.62,21937055382,31689047998.0,2024-05-07 01:50:00,2024-10-07 11:08:00,3.65,1148.78,1149,95367
res-SQ9YX98C,Cloud CDN,598.3014,Requests,europe-west3,43.99,26.46,84689113235,91029191150.0,2024-05-07 07:36:00,2024-09-07 18:27:00,6.56,3924.86,3925,325775
res-4DX4UZEY,Firestore,533.6245,Requests,australia-southeast1,96.4,52.4,72632018521,72843203438.0,2024-05-07 09:25:00,2024-10-07 21:26:00,5.08,2710.81,2711,225013
res-RD9ZXRO7,Cloud Functions,129.45,Hours,us-west1,8.92,70.83,11207230058,17444929033.0,2024-05-07 10:24:00,2024-10-07 19:51:00,7.82,1012.3,1012,83996
res-73ZAL0VC,Cloud Build,364.2323,GB,asia-northeast1,58.32,34.34,69480115831,74023232018.0,2024-05-07 13:27:00,2024-09-07 10:25:00,4.75,1730.1,1730,143590
res-4QU0YIQZ,Cloud VPC,453.4353,GB,europe-west3,9.78,85.01,37576289546,45693849488.0,2024-05-07 14:57:00,2024-11-07 02:10:00,6.45,2924.66,2925,242775
res-8EKE64Y9,Cloud Spanner,961.1396,Requests,us-central1,55.96,8.8,13441390615,15127259133.0,2024-05-07 15:29:00,2024-11-07 07:37:00,8.81,8467.64,8468,702844
res-RJHBOG4O,Cloud Build,475.9021,Requests,asia-east1,52.04,45.49,13042409238,19758151862.0,2024-05-07 16:26:00,2024-08-07 00:55:00,6.33,3012.46,3012,249996
res-VN7DLO1M,Cloud Interconnect,506.0399,Requests,asia-southeast1,2.5,40.41,64079190131,66145003338.0,2024-05-07 18:19:00,2024-11-07 03:18:00,4.0,2024.16,2024,167992
res-K27AH0K9,Cloud CDN,187.2887,Requests,europe-north1,81.86,14.13,32806148614,40584125808.0,2024-05-07 19:28:00,2024-07-07 02:42:00,8.83,1653.76,1654,137282
res-RL3ZN00U,Cloud Armor,61.0941,GB,asia-east1,47.88,61.95,86373536028,91987231536.0,2024-05-07 20:36:00,2024-10-07 08:09:00,9.86,602.39,602,49966
res-332C4VUK,BigQuery,868.9443,GB,europe-north1,7.93,58.75,21532985039,26104172138.0,2024-05-07 21:34:00,2024-08-07 06:45:00,6.41,5569.93,5570,462310
res-GN2VQM09,Cloud Functions,93.35,Hours,us-west1,39.94,64.89,44483443936,52798878897.0,2024-05-07 23:57:00,2024-09-07 21:18:00,6.69,624.51,625,51875
res-7I5BNPH4,Kubernetes Engine,128.65,Hours,australia-southeast1,35.24,50.33,83290683034,91928101174.0,2024-05-08 00:53:00,2024-10-08 09:32:00,5.13,659.97,660,54780
res-K7ZK8W1L,Cloud CDN,618.0578,GB,europe-west3,37.03,47.91,88779763311,89159125555.0,2024-05-08 04:10:00,2024-07-08 13:35:00,9.39,5803.56,5804,481732
res-3LCAI3LD,Cloud VPC,551.7888,Requests,europe-north1,22.38,66.68,91262089886,96432298119.0,2024-05-08 04:32:00,2024-09-08 18:36:00,1.84,1015.29,1015,84245
res-B5CBCS7N,Cloud Build,169.6846,Requests,europe-west1,9.72,54.35,77891960564,80290494361.0,2024-05-08 06:06:00,2024-10-08 00:38:00,3.27,554.87,555,46065
res-6TMZ7XGI,Cloud Interconnect,33.5644,GB,us-central1,64.51,55.66,14816960426,16678511128.0,2024-05-08 06:07:00,2024-06-08 19:21:00,5.34,179.23,179,14857
res-R357HHSJ,BigQuery,108.1187,Requests,us-east1,65.62,2.46,16232800047,19510703401.0,2024-05-08 11:05:00,2024-07-08 16:37:00,5.04,544.92,545,45235
res-7G3IAMPQ,Cloud Interconnect,30.7914,GB,asia-east1,99.67,25.22,31693150202,35848821301.0,2024-05-08 12:29:00,2024-06-08 20:02:00,3.39,104.38,104,8632
res-12TS2RYR,Cloud Run,110.8,Hours,us-central1,17.24,65.59,4984717928,7461405073.0,2024-05-08 12:56:00,2024-10-08 03:44:00,6.1,675.88,676,56108
res-EJ3TCI72,Compute Engine,90.7333,Hours,northamerica-northeast1,22.41,61.79,35788463783,41202319167.0,2024-05-08 13:18:00,2024-09-08 08:02:00,8.75,793.92,794,65902
res-ETVN9GGT,Dataflow,76.6833,Hours,asia-northeast1,66.18,54.39,6641579564,6709560828.0,2024-05-08 14:21:00,2024-08-08 19:02:00,1.59,121.93,122,10126
res-O0TIM29P,Container Registry,320.712,GB,asia-east1,51.38,64.92,6365195429,8569198627.0,2024-05-08 14:45:00,2024-10-08 04:45:00,7.23,2318.75,2319,192477
res-VA3KJDZY,Cloud Endpoints,315.848,GB,us-east1,40.42,3.39,22470722254,31363688005.0,2024-05-08 17:04:00,2024-08-08 06:08:00,1.1,347.43,347,28801
res-YXBRWF8R,Compute Engine,137.0667,Hours,southamerica-east1,28.29,4.12,38561687282,45947923845.0,2024-05-08 20:18:00,2024-11-08 13:22:00,2.9,397.49,397,32951
res-0IY5CRHC,Cloud Endpoints,446.8464,Requests,us-central1,53.22,40.17,77665417376,82152580105.0,2024-06-07 00:15:00,2024-07-07 06:00:00,7.93,3543.49,3543,294069
res-URCNWFQT,Container Registry,134.4698,GB,southamerica-east1,73.31,17.42,78806557651,81285853739.0,2024-06-07 00:29:00,2024-07-07 23:32:00,3.22,432.99,433,35939
res-5JQE0V7N,Container Registry,227.7202,GB,us-west1,54.59,42.02,79528411554,87175086484.0,2024-06-07 00:54:00,2024-08-07 02:20:00,8.03,1828.59,1829,151807
res-BCMWHPZX,Cloud Endpoints,477.7968,GB,asia-east1,43.56,38.53,16295257581,24012462997.0,2024-06-07 02:37:00,2024-08-07 00:39:00,9.77,4668.07,4668,387444
res-LN6R2D91,Kubernetes Engine,33.5167,Hours,asia-east1,76.81,64.04,43593721610,52263568746.0,2024-06-07 02:55:00,2024-07-07 12:26:00,8.29,277.85,278,23074
res-KC83Q99Y,Cloud Run,80.2667,Hours,europe-west1,31.15,9.74,93211993022,101672000000.0,2024-06-07 03:49:00,2024-09-07 12:05:00,7.62,611.63,612,50796
res-IP58UFOC,Cloud Load Balancing,922.2978,Requests,asia-northeast1,34.33,16.97,65971441196,72148237230.0,2024-06-07 10:10:00,2024-12-07 09:43:00,6.19,5709.02,5709,473847
res-SRHDS40W,Pub/Sub,45.1096,Requests,southamerica-east1,6.62,2.48,5964998640,14068838454.0,2024-06-07 10:53:00,2024-08-07 06:09:00,7.8,351.85,352,29216
res-ASTO68FD,Cloud Dataproc,107.9329,Requests,southamerica-east1,97.14,54.14,91345077372,95871025046.0,2024-06-07 11:18:00,2024-12-07 02:04:00,4.22,455.48,455,37765
res-Y50DHQFX,Cloud Run,92.4167,Hours,us-central1,81.9,53.13,87648117518,89269249455.0,2024-06-07 12:26:00,2024-10-07 08:51:00,2.56,236.59,237,19671
res-GXCYBT0U,Cloud Load Balancing,156.8948,GB,northamerica-northeast1,52.3,67.42,71864987424,75402314789.0,2024-06-07 15:58:00,2024-11-07 20:24:00,5.12,803.3,803,66649
res-ACEAM0OK,Cloud Dataproc,876.9623,Requests,australia-southeast1,69.75,67.91,48325139711,48893087132.0,2024-06-07 16:34:00,2024-09-07 09:33:00,9.61,8427.61,8428,699524
res-ZKMC08Q6,Cloud VPN,749.8458,GB,us-central1,37.77,12.91,51132749322,59370257849.0,2024-06-07 19:49:00,2024-09-07 22:12:00,5.91,4431.59,4432,367856
res-CX98PG3J,Cloud CDN,334.1195,GB,asia-southeast1,89.13,2.68,84348089965,91125972851.0,2024-06-07 20:33:00,2024-10-07 10:18:00,7.71,2576.06,2576,213808
res-DXFGDOXR,Cloud SQL,248.0948,Requests,europe-west3,3.98,48.93,89767050146,95190480103.0,2024-06-08 01:01:00,2024-11-08 15:41:00,4.93,1223.11,1223,101509
res-4ZQSMUOB,Cloud VPC,388.3619,Requests,northamerica-northeast1,28.47,9.27,16624322226,21659815981.0,2024-06-08 02:02:00,2024-07-08 16:03:00,1.0,388.36,388,32204
res-6P1VN6A6,Cloud Run,117.0833,Hours,australia-southeast1,87.35,70.7,51699509941,56177287267.0,2024-06-08 05:50:00,2024-11-08 02:55:00,5.94,695.47,695,57685
res-2QQ6HOHO,BigQuery,851.117,GB,northamerica-northeast1,27.67,10.1,93663664453,101510000000.0,2024-06-08 06:00:00,2024-12-08 04:45:00,2.21,1880.97,1881,156123
res-WVOZ77BZ,Cloud VPN,510.126,GB,asia-east1,47.74,44.67,30086018529,39239617577.0,2024-06-08 06:27:00,2024-10-08 01:25:00,5.27,2688.36,2688,223104
res-0C0LFDHN,Cloud Interconnect,747.7278,GB,asia-southeast1,29.11,28.36,57109742860,66197385049.0,2024-06-08 06:33:00,2024-08-08 14:03:00,7.86,5877.14,5877,487791
res-9DNO9QPT,Cloud SQL,140.6604,Requests,us-central1,5.09,86.08,22144116941,24072541629.0,2024-06-08 07:40:00,2024-11-08 03:35:00,7.48,1052.14,1052,87316
res-JEOTOEFV,BigQuery,757.7714,Requests,australia-southeast1,34.57,79.93,53821049664,54208234208.0,2024-06-08 09:33:00,2024-11-08 11:24:00,1.62,1227.59,1228,101924
res-60OEWXWF,Cloud Functions,108.4167,Hours,us-west1,57.84,47.91,47845396038,50461064734.0,2024-06-08 10:40:00,2024-10-08 23:05:00,8.94,969.25,969,80427
res-FNMVRLU5,Cloud SQL,747.5286,GB,asia-southeast1,99.27,57.33,89313187681,94130910810.0,2024-06-08 14:09:00,2024-08-08 11:15:00,5.84,4365.57,4366,362378
res-Z56ZPSDU,Compute Engine,125.2833,Hours,us-east1,28.85,92.55,20719596409,29680737705.0,2024-06-08 15:30:00,2024-11-08 20:47:00,2.45,306.94,307,25481
res-B4TR1ASK,Cloud Storage,257.9384,GB,us-central1,71.17,8.79,71763559810,72012540203.0,2024-06-08 18:06:00,2024-08-08 12:30:00,1.23,317.26,317,26311
res-EO8OTO8A,Pub/Sub,569.517,GB,asia-southeast1,47.53,47.88,68319038330,77502869111.0,2024-06-08 18:40:00,2024-08-08 16:32:00,1.67,951.09,951,78933
res-ZOGT34FS,Kubernetes Engine,83.7833,Hours,us-west1,76.93,36.58,8648174636,11656487141.0,2024-06-08 18:56:00,2024-10-08 06:43:00,3.78,316.7,317,26311
res-4IJ5Z6XM,Cloud CDN,45.4336,Requests,australia-southeast1,67.64,95.66,46536399963,53165909418.0,2024-06-08 21:27:00,2024-09-08 08:23:00,2.52,114.49,114,9462
res-TDS8CF7O,Cloud Storage,216.1408,Requests,asia-east1,44.68,72.15,54360034912,58284153066.0,2024-06-08 22:37:00,2024-09-08 15:21:00,1.84,397.7,398,33034
res-4FELBDAQ,Cloud Armor,609.9901,Requests,us-east1,98.66,51.52,70591459011,75043755268.0,2024-07-07 00:52:00,2024-09-07 13:46:00,4.92,3001.15,3001,249083
res-5K3QHZV3,Cloud Functions,65.3167,Hours,asia-southeast1,68.32,2.37,32960902132,42041161989.0,2024-07-07 00:53:00,2024-09-07 18:12:00,6.64,433.7,434,36022
res-QC42LBFL,Cloud Interconnect,380.5532,GB,europe-north1,72.64,5.69,38592698190,43204718062.0,2024-07-07 04:23:00,2024-10-07 13:01:00,1.44,548.0,548,45484
res-LZN5MXKZ,Pub/Sub,793.7649,GB,asia-east1,27.33,95.49,84458700721,87023569683.0,2024-07-07 04:56:00,2024-12-07 05:15:00,2.2,1746.28,1746,144918
res-2JRVPSWP,Cloud Functions,38.2833,Hours,us-central1,1.31,91.65,62679280845,64790751395.0,2024-07-07 05:10:00,2024-08-07 19:27:00,4.98,190.65,191,15853
res-G8DQRSLB,Kubernetes Engine,142.6833,Hours,europe-north1,71.19,48.74,71678352875,72257386501.0,2024-07-07 08:52:00,,4.01,572.16,572,47476
res-7KU20OYT,Cloud Endpoints,263.0482,Requests,asia-southeast1,48.44,61.01,69487180961,78309360135.0,2024-07-07 10:30:00,2024-12-07 00:33:00,7.5,1972.86,1973,163759
res-NMOO691Q,Cloud NAT,517.1946,GB,northamerica-northeast1,99.97,28.88,12227499618,13094464652.0,2024-07-07 10:32:00,,4.25,2198.08,2198,182434
res-KI6SEH8K,Cloud VPN,194.6074,GB,southamerica-east1,71.48,83.84,50023921405,52243912598.0,2024-07-07 12:16:00,2024-11-07 01:58:00,7.04,1370.04,1370,113710
res-V7ARIHDE,Cloud CDN,765.118,GB,asia-southeast1,77.63,99.01,60151911059,63678591085.0,2024-07-07 13:44:00,2024-12-07 12:33:00,4.05,3098.73,3099,257217
res-6C3V0R66,Cloud Storage,217.4256,GB,asia-northeast1,18.53,30.3,20427670770,22033898860.0,2024-07-07 13:53:00,2024-11-07 07:22:00,9.19,1998.14,1998,165834
res-0XZC95XI,Cloud Interconnect,251.7631,GB,us-east1,48.02,36.94,17720150775,21629763823.0,2024-07-07 14:03:00,2024-11-07 11:10:00,5.91,1487.92,1488,123504
res-366EBDKF,Cloud VPN,565.7255,GB,europe-west1,37.1,44.59,34872615846,35850067743.0,2024-07-07 15:53:00,2024-09-07 23:08:00,9.38,5306.51,5307,440481
res-F3P3S9SJ,Cloud Armor,410.0347,Requests,europe-north1,24.22,20.83,69278146151,72893012474.0,2024-07-07 17:00:00,2024-12-07 07:22:00,5.01,2054.27,2054,170482
res-3L534J8F,Cloud NAT,806.7405,GB,europe-west1,31.41,66.93,33910114913,41233732659.0,2024-07-07 19:48:00,2024-09-07 11:23:00,8.45,6816.96,6817,565811
res-5L671N5R,Cloud Dataproc,979.532,GB,europe-north1,33.65,36.53,28103457034,34084735663.0,2024-07-07 22:25:00,,2.18,2135.38,2135,177205
res-OGSC78DB,Cloud CDN,258.9203,GB,asia-east1,26.6,9.73,62749645572,69290341947.0,2024-07-08 00:55:00,2024-09-08 15:42:00,7.84,2029.94,2030,168490
res-0OBWMFY3,Cloud CDN,277.8297,GB,australia-southeast1,29.26,5.84,72137164877,80001823378.0,2024-07-08 01:36:00,2024-12-08 21:19:00,8.89,2469.91,2470,205010
res-F1AKU3HS,Cloud Build,698.9762,Requests,us-east1,57.55,24.88,4379117542,9661924322.0,2024-07-08 03:26:00,2024-10-08 14:03:00,5.51,3851.36,3851,319633
res-9H929X64,Cloud Functions,73.95,Hours,asia-east1,93.44,68.76,12456947603,16300754614.0,2024-07-08 05:28:00,2024-10-08 07:25:00,5.24,387.5,388,32204
res-D2NUI8OM,Cloud Spanner,388.8883,GB,asia-northeast1,80.23,41.57,81865257366,85119583044.0,2024-07-08 07:16:00,2024-08-08 20:25:00,7.03,2733.88,2734,226922
res-V6XDWUHS,Cloud Build,64.1684,Requests,us-west1,98.89,90.96,28166238801,33532968220.0,2024-07-08 08:44:00,2024-10-08 15:48:00,1.83,117.43,117,9711
res-P8YZ4FWM,Cloud Endpoints,601.8144,GB,northamerica-northeast1,59.89,18.97,44727126673,45239018284.0,2024-07-08 09:36:00,2024-12-08 06:28:00,7.81,4700.17,4700,390100
res-ZGO426P7,BigQuery,135.875,GB,europe-west1,58.92,50.88,84605460548,90889118377.0,2024-07-08 09:39:00,2024-11-08 07:46:00,2.97,403.55,404,33532
res-FIFHP5ZQ,Dataflow,125.4,Hours,southamerica-east1,86.87,51.35,42088709475,46109484906.0,2024-07-08 12:50:00,2024-12-08 18:14:00,2.42,303.47,303,25149
res-V74BYSS7,Cloud Storage,129.8672,GB,europe-west3,5.83,72.51,97271842205,104917000000.0,2024-07-08 13:28:00,2024-08-08 21:41:00,3.89,505.18,505,41915
res-3B55JMP3,Pub/Sub,778.0122,GB,northamerica-northeast1,79.14,83.42,56450611354,61528752233.0,2024-07-08 13:32:00,2024-10-08 16:22:00,5.88,4574.71,4575,379725
res-UCRJNM18,AI Platform,40.9833,Hours,europe-west1,47.14,18.34,63610084029,69417402995.0,2024-07-08 15:32:00,2024-09-08 08:31:00,6.12,250.82,251,20833
res-C5CZKKHQ,Cloud Armor,496.1508,Requests,asia-east1,55.0,38.71,4799310440,9647490183.0,2024-07-08 20:19:00,,5.87,2912.41,2912,241696
res-JNJGGP0G,AI Platform,116.4333,Hours,europe-north1,5.17,44.41,32590764217,34285952731.0,2024-07-08 21:33:00,2024-12-08 17:59:00,2.3,267.8,268,22244
res-YHWPU7BD,Cloud NAT,571.2061,Requests,asia-northeast1,96.9,91.73,15610460343,18782478171.0,2024-07-08 21:49:00,2024-10-08 00:44:00,1.9,1085.29,1085,90055
res-SLNI45BI,Cloud Endpoints,271.4415,GB,australia-southeast1,21.34,95.77,27734517911,28809471848.0,2024-07-08 22:23:00,2024-12-08 16:07:00,2.69,730.18,730,60590
res-3UMQCQ7L,Cloud NAT,490.5874,Requests,europe-north1,85.69,89.77,48701052634,51880282611.0,2024-08-07 00:22:00,2024-11-07 05:33:00,8.05,3949.23,3949,327767
res-TN5WOFB9,Pub/Sub,495.8071,Requests,europe-west1,59.62,83.14,48483886400,50532876187.0,2024-08-07 00:32:00,,2.51,1244.48,1244,103252
res-J6ZAWPRX,Dataflow,67.65,Hours,asia-east1,11.6,26.83,54241583252,59300414025.0,2024-08-07 01:41:00,2024-10-07 21:20:00,9.46,639.97,640,53120
res-8J3C2M2T,Cloud VPN,580.6282,Requests,us-east1,53.45,20.49,58478050426,61938156194.0,2024-08-07 02:20:00,,2.04,1184.48,1184,98272
res-IOPJEVUT,AI Platform,38.4,Hours,europe-west1,8.55,52.81,58846129490,59441536233.0,2024-08-07 07:00:00,2024-09-07 21:24:00,9.67,371.33,371,30793
res-Q31L0E0M,Cloud Interconnect,132.8637,Requests,us-central1,68.3,65.19,67918645337,73433835245.0,2024-08-07 07:30:00,2024-09-07 21:19:00,1.39,184.68,185,15355
res-2QG7Y510,Cloud Run,46.6833,Hours,us-central1,65.91,24.26,1038679308,1207921154.0,2024-08-07 09:22:00,2024-10-07 08:03:00,7.28,339.85,340,28220
res-NKCZLRJU,Cloud SQL,440.8594,GB,asia-east1,63.21,81.01,78340522052,85056013216.0,2024-08-07 09:40:00,2024-11-07 04:11:00,4.18,1842.79,1843,152969
res-O6M9SSN4,Cloud Functions,64.4,Hours,asia-northeast1,73.65,78.18,7858161709,11020796310.0,2024-08-07 11:05:00,2024-11-07 03:29:00,3.67,236.35,236,19588
res-ORDNJ24E,Kubernetes Engine,135.5667,Hours,australia-southeast1,70.13,59.73,56740180306,63344615356.0,2024-08-07 11:32:00,,6.03,817.47,817,67811
res-QZVTIOPY,Cloud Storage,982.2498,Requests,asia-east1,17.08,91.07,13345361356,13858425661.0,2024-08-07 12:55:00,2024-12-07 11:48:00,8.59,8437.53,8438,700354
res-B1KP68K8,Cloud Functions,60.7,Hours,asia-southeast1,38.88,59.1,34279058769,34342664992.0,2024-08-07 14:28:00,2024-11-07 03:10:00,6.52,395.76,396,32868
res-5X6K6WLT,Cloud VPC,739.8663,Requests,asia-east1,96.28,35.39,75172925598,80420687118.0,2024-08-07 16:17:00,2024-12-07 19:01:00,4.92,3640.14,3640,302120
res-YDT1D7I0,Cloud NAT,564.102,Requests,asia-southeast1,18.88,49.82,3688312366,4358233797.0,2024-08-07 16:39:00,2024-11-07 15:10:00,2.9,1635.9,1636,135788
res-IKCJY3HZ,Firestore,809.9885,GB,northamerica-northeast1,4.19,66.7,68201830951,72712157558.0,2024-08-07 17:07:00,,6.19,5013.83,5014,416162
res-X5BTK7T1,Cloud Data Fusion,328.3641,Requests,asia-southeast1,21.95,3.74,33020350100,41725728130.0,2024-08-07 17:22:00,,6.78,2226.31,2226,184758
res-H0FLX264,Cloud NAT,555.4361,GB,asia-southeast1,66.59,58.88,89123002558,92701686882.0,2024-08-07 17:40:00,,6.38,3543.68,3544,294152
res-RZPR26RG,Cloud Storage,753.0083,GB,us-central1,26.45,34.41,72340339037,74874466857.0,2024-08-07 19:27:00,,4.34,3268.06,3268,271244
res-U3CCWT2L,Cloud VPN,384.7979,Requests,northamerica-northeast1,36.67,9.41,14639390405,20917834831.0,2024-08-07 19:35:00,,1.98,761.9,762,63246
res-L0UE4NJN,Cloud Load Balancing,352.7508,GB,europe-west3,2.34,57.32,6503092444,10855614594.0,2024-08-07 21:09:00,2024-10-07 14:12:00,4.19,1478.03,1478,122674
res-RJ0E47ZX,Cloud VPC,446.7635,Requests,asia-southeast1,38.45,58.64,89140612486,95390226085.0,2024-08-07 22:37:00,2024-10-07 00:01:00,8.27,3694.73,3695,306685
res-HGKJZW45,AI Platform,104.4167,Hours,asia-northeast1,77.76,26.69,46183519043,52895790556.0,2024-08-07 22:38:00,,4.06,423.93,424,35192
res-M9M70ZPZ,BigQuery,435.3222,Requests,asia-east1,12.19,1.93,15463764402,20309748109.0,2024-08-07 22:55:00,2024-11-07 08:02:00,4.44,1932.83,1933,160439
res-G897SS0M,Compute Engine,86.45,Hours,northamerica-northeast1,74.59,21.19,93819059399,100949000000.0,2024-08-08 00:20:00,2024-11-08 14:47:00,2.29,197.97,198,16434
res-XKCDKTD2,Cloud Armor,807.3648,GB,northamerica-northeast1,76.75,96.32,77535591565,77780082072.0,2024-08-08 00:37:00,2024-11-08 21:32:00,7.14,5764.58,5765,478495
res-AQ4RAS3L,Cloud Dataproc,14.7407,Requests,us-west1,27.66,9.87,99045026637,102258000000.0,2024-08-08 01:50:00,2024-09-08 13:23:00,6.47,95.37,95,7885
res-86KNN8SR,AI Platform,104.3167,Hours,europe-west3,68.9,78.67,97238146056,100020000000.0,2024-08-08 03:39:00,2024-12-08 11:58:00,4.78,498.63,499,41417
res-ORVHD3QJ,Cloud Dataproc,975.6498,Requests,us-east1,37.68,74.51,2399122689,3124427882.0,2024-08-08 03:49:00,2024-09-08 06:49:00,8.38,8175.95,8176,678608
res-04X4P614,Cloud Storage,163.497,GB,europe-west1,88.64,51.63,1075058312,8444601500.0,2024-08-08 04:09:00,,1.08,176.58,177,14691
res-IF612JJD,Cloud Run,26.6167,Hours,us-east1,14.82,44.84,88644466509,88993172945.0,2024-08-08 04:57:00,2024-09-08 07:34:00,6.88,183.12,183,15189
res-LHH3C6YV,Cloud VPC,799.878,Requests,europe-west3,51.03,1.84,47731592778,57265004862.0,2024-08-08 05:23:00,2024-12-08 18:25:00,7.23,5783.12,5783,479989
res-K3BCF3R1,Firestore,597.1564,Requests,asia-east1,59.22,56.06,14203586534,16388689847.0,2024-08-08 06:15:00,,4.38,2615.55,2616,217128
res-4RM5Q210,Cloud CDN,483.5996,Requests,asia-northeast1,3.75,27.96,52489355406,58053628767.0,2024-08-08 06:26:00,2024-11-08 19:58:00,3.72,1798.99,1799,149317
res-KEQ8NILK,Dataflow,91.2833,Hours,southamerica-east1,49.39,55.98,22028437577,27660730423.0,2024-08-08 06:32:00,2024-12-08 01:49:00,2.86,261.07,261,21663
res-05LVI8W6,Cloud Data Fusion,969.2377,GB,asia-east1,75.63,26.47,66245831479,68572243374.0,2024-08-08 07:07:00,2024-11-08 05:18:00,3.68,3566.79,3567,296061
res-1KZU3DQJ,Cloud CDN,277.6608,Requests,us-east1,66.09,22.93,73947753429,74062804247.0,2024-08-08 07:37:00,2024-10-08 13:13:00,3.82,1060.66,1061,88063
res-1J7E15GY,Cloud Run,115.0667,Hours,southamerica-east1,54.32,14.47,43700610779,48781743713.0,2024-08-08 10:21:00,,9.26,1065.52,1066,88478
res-65HI6BOX,Cloud Load Balancing,523.1705,Requests,us-east1,63.29,2.7,70920563187,77653883062.0,2024-08-08 10:27:00,,7.84,4101.66,4102,340466
res-DYPURO0P,Cloud SQL,195.0857,Requests,us-east1,10.28,50.53,67920358323,72730111824.0,2024-08-08 11:47:00,,3.98,776.44,776,64408
res-FJK6RBWJ,Cloud SQL,147.5414,Requests,us-east1,83.68,54.06,53965957218,59474416324.0,2024-08-08 19:34:00,2024-11-08 02:49:00,2.2,324.59,325,26975
res-LXFL51RN,Cloud Dataproc,824.8213,GB,europe-west1,87.46,12.53,39375271299,46063949220.0,2024-08-08 21:45:00,2024-11-08 02:52:00,4.21,3472.5,3472,288176
res-F6974M69,Cloud Interconnect,139.8127,GB,us-west1,36.36,12.6,2707689102,7586503982.0,2024-08-08 23:42:00,2024-12-08 01:20:00,8.65,1209.38,1209,100347
res-XCM67VGG,Cloud NAT,942.5422,GB,asia-east1,88.72,54.12,72585159345,80787050908.0,2024-09-07 01:42:00,2024-10-07 02:51:00,6.33,5966.29,5966,495178
res-3F8DKCVT,Cloud Build,948.4506,GB,southamerica-east1,34.32,66.1,83320723084,88800038067.0,2024-09-07 04:17:00,2024-11-07 10:11:00,6.26,5937.3,5937,492771
res-LWGX075A,Cloud Dataproc,923.9322,Requests,southamerica-east1,7.35,60.67,69202029280,73959120285.0,2024-09-07 04:45:00,2024-10-07 15:26:00,9.56,8832.79,8833,733139
res-W17TJLS5,Cloud SQL,906.43,Requests,northamerica-northeast1,97.03,1.48,16632427891,17804809971.0,2024-09-07 09:21:00,,3.33,3018.41,3018,250494
res-TMUUSOKX,Cloud Memorystore,289.8287,Requests,australia-southeast1,8.77,37.92,94296289933,102776000000.0,2024-09-07 11:52:00,2024-12-07 01:05:00,5.02,1454.94,1455,120765
res-MJRPXFOX,Cloud SQL,470.2063,GB,asia-northeast1,3.96,14.6,54199201379,59810008360.0,2024-09-07 12:59:00,2024-11-07 05:38:00,8.35,3926.22,3926,325858
res-JVCSJXZW,Firestore,230.4643,GB,europe-west1,52.02,75.19,49637105643,51071043166.0,2024-09-07 13:12:00,,6.85,1578.68,1579,131057
res-WM0B0C31,Cloud Data Fusion,453.6261,GB,asia-east1,43.49,25.0,68066971596,75145648010.0,2024-09-07 13:24:00,,3.7,1678.42,1678,139274
res-JAL9EY6P,Compute Engine,78.7,Hours,europe-west1,68.28,26.56,60327278928,66769681245.0,2024-09-07 14:33:00,2024-12-07 21:15:00,4.89,384.84,385,31955
res-J34Y24JL,Cloud NAT,941.414,Requests,europe-west1,68.48,73.0,4028608736,10733576597.0,2024-09-07 15:25:00,,6.86,6458.1,6458,536014
res-HX66EBRY,Dataflow,126.35,Hours,asia-northeast1,83.1,14.15,1147988415,2039725231.0,2024-09-07 16:58:00,,1.52,192.05,192,15936
res-QW1X0I92,Compute Engine,54.4,Hours,asia-east1,20.38,81.34,94605229974,100479000000.0,2024-09-07 17:20:00,2024-11-07 23:44:00,7.52,409.09,409,33947
res-EZZPDSGT,Compute Engine,101.5,Hours,asia-southeast1,37.57,32.15,81529079148,81835001901.0,2024-09-07 18:39:00,,9.82,996.73,997,82751
res-BPLHVSWK,Cloud Build,416.5054,GB,asia-southeast1,89.32,70.16,78376768286,85710609210.0,2024-09-07 19:20:00,,7.63,3177.94,3178,263774
res-L9JQCL5H,Dataflow,80.4,Hours,southamerica-east1,50.28,11.88,77464457242,77859360072.0,2024-09-07 19:32:00,,7.93,637.57,638,52954
res-MOZFAE74,BigQuery,988.0913,GB,europe-west3,77.86,5.25,93395819976,97172248054.0,2024-09-07 22:53:00,2024-12-07 22:52:00,5.45,5385.1,5385,446955
res-HPZG31IQ,Pub/Sub,548.395,GB,asia-southeast1,13.18,37.74,64482162259,67883170958.0,2024-09-07 23:43:00,2024-12-07 05:03:00,8.53,4677.81,4678,388274
res-RDEPCFLV,Cloud Functions,31.4,Hours,us-west1,66.21,60.58,48909078248,56422763858.0,2024-09-08 01:35:00,2024-10-08 08:59:00,4.56,143.18,143,11869
